make,model,year,category,body_type,transmission,fuel_type,engine,mileage,seats,location,sale_price
Honda,BR-V,2019,Family,SUV,Automatic,Petrol,1.5L,119325,7,Lahore,2640000
Toyota,Corolla,2013,Sedan,Sedan,Automatic,Petrol,1.8L,143453,5,Faisalabad,1215000
Toyota,Land Cruiser,2015,Luxury,SUV,Automatic,Petrol,3.5L,148269,7,Peshawar,8795000
Suzuki,Mehran,2014,Economy,Hatchback,Automatic,Petrol,800cc,158857,4,Peshawar,350000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,66246,5,Faisalabad,3400000
Toyota,Yaris,2025,Sedan,Sedan,Manual,Petrol,1.5L,4600,5,Islamabad,4680000
Toyota,Hilux,2012,Pickup,Pickup,Automatic,Diesel,2.8L,177002,5,Lahore,1855000
Honda,Civic,2015,Sedan,Sedan,Manual,Petrol,1.8L,142385,5,Islamabad,2010000
Suzuki,Bolan,2026,Economy,Van,Manual,Petrol,800cc,8933,8,Rawalpindi,2045000
Suzuki,Alto,2016,Economy,Hatchback,Automatic,Petrol,1.0L,141989,4,Rawalpindi,785000
Suzuki,Swift,2011,Hatchback,Hatchback,Automatic,Petrol,1.3L,168582,5,Peshawar,665000
KIA,Sportage,2026,SUV,SUV,Manual,Petrol,2.0L,0,5,Quetta,8575000
Honda,Vezel,2014,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,156102,5,Faisalabad,1830000
Suzuki,Alto,2015,Economy,Hatchback,Automatic,Petrol,1.0L,134755,4,Quetta,550000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,64200,5,Lahore,5355000
Suzuki,Swift,2014,Hatchback,Hatchback,Automatic,Petrol,1.3L,143648,5,Quetta,845000
Toyota,Land Cruiser,2015,Luxury,SUV,Automatic,Petrol,4.6L,126451,7,Faisalabad,9675000
Honda,City,2017,Sedan,Sedan,Manual,Petrol,1.5L,120612,5,Multan,1895000
Toyota,Land Cruiser,2015,Luxury,SUV,Automatic,Petrol,4.6L,133033,7,Peshawar,7835000
Toyota,Yaris,2024,Sedan,Sedan,Manual,Petrol,1.3L,28389,5,Lahore,3735000
Suzuki,Bolan,2020,Economy,Van,Manual,Petrol,800cc,71295,8,Islamabad,1085000
Suzuki,APV,2016,Van,Van,Automatic,Petrol,1.5L,114072,8,Faisalabad,1360000
Toyota,Prius,2013,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,134701,5,Islamabad,1365000
Toyota,Fortuner,2012,SUV,SUV,Automatic,Diesel,2.7L,214675,7,Peshawar,2800000
Honda,BR-V,2023,Family,SUV,Automatic,Petrol,1.5L,28589,7,Multan,4465000
Suzuki,Cultus,2024,Hatchback,Hatchback,Manual,Petrol,1.0L,27396,5,Faisalabad,2310000
Honda,Vezel,2015,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,140053,5,Quetta,2145000
Suzuki,Cultus,2019,Hatchback,Hatchback,Automatic,Petrol,1.0L,69957,5,Quetta,1410000
Suzuki,Alto,2012,Economy,Hatchback,Automatic,Petrol,1.0L,188817,4,Islamabad,460000
Suzuki,Alto,2020,Economy,Hatchback,Automatic,Petrol,660cc,70011,4,Quetta,1100000
Toyota,Prius,2019,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,69988,5,Peshawar,2955000
Daihatsu,Mira,2023,Economy,Hatchback,Manual,Petrol,660cc,23489,4,Quetta,1845000
Daihatsu,Mira,2024,Economy,Hatchback,Automatic,Petrol,660cc,21445,4,Karachi,2170000
Toyota,Corolla,2016,Sedan,Sedan,Manual,Petrol,1.8L,128654,5,Peshawar,1715000
Daihatsu,Mira,2015,Economy,Hatchback,Manual,Petrol,660cc,122256,4,Rawalpindi,600000
Suzuki,Alto,2024,Economy,Hatchback,Automatic,Petrol,660cc,22485,4,Karachi,2100000
Honda,BR-V,2019,Family,SUV,Manual,Petrol,1.5L,68868,7,Peshawar,2795000
Suzuki,Alto,2014,Economy,Hatchback,Automatic,Petrol,660cc,117436,4,Lahore,585000
Suzuki,Swift,2018,Hatchback,Hatchback,Automatic,Petrol,1.3L,97472,5,Faisalabad,1615000
Toyota,Yaris,2026,Sedan,Sedan,Manual,Petrol,1.5L,0,5,Multan,4730000
Honda,Vezel,2022,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,39768,5,Rawalpindi,5895000
Suzuki,Bolan,2011,Economy,Van,Manual,Petrol,800cc,165906,8,Islamabad,360000
Honda,City,2018,Sedan,Sedan,Automatic,Petrol,1.5L,82539,5,Peshawar,2080000
Toyota,Prius,2018,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,84253,5,Karachi,3000000
Honda,BR-V,2021,Family,SUV,Automatic,Petrol,1.5L,54651,7,Quetta,3445000
Toyota,Corolla,2026,Sedan,Sedan,Automatic,Petrol,1.6L,0,5,Peshawar,6450000
Toyota,Prius,2024,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,21372,5,Peshawar,5205000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,48695,5,Islamabad,5290000
Daihatsu,Mira,2019,Economy,Hatchback,Manual,Petrol,660cc,91732,4,Quetta,910000
Suzuki,Bolan,2014,Economy,Van,Manual,Petrol,800cc,110670,8,Faisalabad,540000
Toyota,Hilux,2022,Pickup,Pickup,Automatic,Diesel,2.4L,56066,5,Multan,5850000
Suzuki,Wagon R,2023,Hatchback,Hatchback,Automatic,Petrol,1.0L,37505,5,Faisalabad,2235000
Toyota,Land Cruiser,2013,Luxury,SUV,Automatic,Petrol,3.5L,165921,7,Peshawar,7155000
Toyota,Prius,2024,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,29961,5,Faisalabad,4845000
Toyota,Prius,2010,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,181271,5,Peshawar,960000
Toyota,Yaris,2023,Sedan,Sedan,Automatic,Petrol,1.3L,43693,5,Faisalabad,3745000
Honda,Vezel,2022,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,39731,5,Multan,5285000
Toyota,Corolla,2022,Sedan,Sedan,Manual,Petrol,1.8L,33062,5,Quetta,3660000
Toyota,Corolla,2013,Sedan,Sedan,Manual,Petrol,1.8L,146480,5,Multan,1310000
Toyota,Land Cruiser,2023,Luxury,SUV,Automatic,Petrol,3.5L,31388,7,Quetta,24805000
Suzuki,Bolan,2026,Economy,Van,Automatic,Petrol,800cc,6072,8,Karachi,2250000
Toyota,Fortuner,2013,SUV,SUV,Automatic,Diesel,2.7L,121686,7,Lahore,3235000
Honda,City,2020,Sedan,Sedan,Manual,Petrol,1.2L,68124,5,Lahore,2620000
Suzuki,Swift,2012,Hatchback,Hatchback,Automatic,Petrol,1.3L,146603,5,Karachi,715000
Suzuki,Cultus,2024,Hatchback,Hatchback,Automatic,Petrol,1.0L,35195,5,Quetta,2265000
Suzuki,APV,2016,Van,Van,Manual,Petrol,1.5L,89813,8,Peshawar,1105000
Suzuki,Wagon R,2016,Hatchback,Hatchback,Automatic,Petrol,1.0L,104036,5,Multan,835000
Toyota,Corolla,2019,Sedan,Sedan,Automatic,Petrol,1.6L,108283,5,Islamabad,2610000
Honda,Civic,2026,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,0,5,Faisalabad,8930000
Hyundai,Tucson,2024,SUV,SUV,Manual,Petrol,2.0L,9286,5,Quetta,7930000
Suzuki,Wagon R,2024,Hatchback,Hatchback,Manual,Petrol,1.0L,17472,5,Multan,2295000
Suzuki,Mehran,2022,Economy,Hatchback,Manual,Petrol,800cc,57136,4,Peshawar,915000
Suzuki,Bolan,2014,Economy,Van,Automatic,Petrol,800cc,155122,8,Peshawar,475000
Honda,City,2015,Sedan,Sedan,Manual,Petrol,1.5L,134172,5,Faisalabad,1285000
KIA,Sportage,2019,SUV,SUV,Automatic,Petrol,2.0L,89516,5,Karachi,3320000
Toyota,Fortuner,2016,SUV,SUV,Automatic,Petrol,2.8L,133933,7,Peshawar,4405000
Toyota,Hilux,2019,Pickup,Pickup,Automatic,Diesel,2.4L,88481,5,Karachi,4175000
Toyota,Hilux,2026,Pickup,Pickup,Automatic,Diesel,2.8L,0,5,Karachi,11065000
Suzuki,Wagon R,2021,Hatchback,Hatchback,Automatic,Petrol,1.0L,53229,5,Quetta,1645000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,58765,5,Rawalpindi,4665000
Toyota,Fortuner,2017,SUV,SUV,Automatic,Diesel,2.7L,84296,7,Multan,4990000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.5L,2668,5,Multan,5505000
Hyundai,Tucson,2023,SUV,SUV,Automatic,Petrol,2.0L,21960,5,Rawalpindi,7420000
Honda,Civic,2020,Sedan,Sedan,Automatic,Petrol,1.8L,62071,5,Islamabad,4600000
Suzuki,Bolan,2026,Economy,Van,Automatic,Petrol,800cc,9193,8,Karachi,2505000
Daihatsu,Mira,2011,Economy,Hatchback,Manual,Petrol,660cc,152994,4,Lahore,365000
Hyundai,Tucson,2022,SUV,SUV,Manual,Petrol,2.0L,55210,5,Islamabad,5805000
Suzuki,APV,2023,Van,Van,Automatic,Petrol,1.5L,40068,8,Multan,3395000
Toyota,Fortuner,2015,SUV,SUV,Manual,Diesel,2.8L,155299,7,Quetta,3695000
KIA,Sportage,2023,SUV,SUV,Automatic,Petrol,2.0L,36566,5,Multan,5040000
Suzuki,Bolan,2013,Economy,Van,Manual,Petrol,800cc,170356,8,Islamabad,415000
Suzuki,Wagon R,2014,Hatchback,Hatchback,Automatic,Petrol,1.0L,141025,5,Lahore,755000
Suzuki,Alto,2022,Economy,Hatchback,Manual,Petrol,1.0L,52493,4,Karachi,1455000
Honda,BR-V,2025,Family,SUV,Manual,Petrol,1.5L,15444,7,Quetta,5795000
Honda,City,2021,Sedan,Sedan,Automatic,Petrol,1.5L,78597,5,Peshawar,2585000
Toyota,Prius,2025,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,32766,5,Islamabad,5310000
Honda,BR-V,2020,Family,SUV,Automatic,Petrol,1.5L,69703,7,Lahore,3510000
Toyota,Hilux,2020,Pickup,Pickup,Automatic,Diesel,2.4L,115141,5,Rawalpindi,4170000
Hyundai,Tucson,2025,SUV,SUV,Manual,Petrol,2.0L,9334,5,Lahore,8405000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,60904,5,Quetta,5085000
Honda,Civic,2023,Sedan,Sedan,Automatic,Petrol,1.8L,21208,5,Rawalpindi,6405000
Honda,City,2024,Sedan,Sedan,Automatic,Petrol,1.5L,27320,5,Islamabad,4345000
Suzuki,Mehran,2012,Economy,Hatchback,Manual,Petrol,800cc,145643,4,Quetta,255000
Suzuki,Mehran,2016,Economy,Hatchback,Automatic,Petrol,800cc,128227,4,Peshawar,525000
Hyundai,Tucson,2020,SUV,SUV,Manual,Petrol,2.0L,59277,5,Faisalabad,4455000
Daihatsu,Mira,2011,Economy,Hatchback,Manual,Petrol,660cc,186213,4,Karachi,420000
Suzuki,Swift,2011,Hatchback,Hatchback,Manual,Petrol,1.3L,201274,5,Rawalpindi,605000
Hyundai,Tucson,2022,SUV,SUV,Manual,Petrol,2.0L,45816,5,Karachi,6085000
Toyota,Fortuner,2012,SUV,SUV,Manual,Diesel,2.7L,161327,7,Quetta,2395000
Toyota,Land Cruiser,2023,Luxury,SUV,Automatic,Petrol,3.5L,34572,7,Multan,24115000
Toyota,Prius,2018,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,130858,5,Rawalpindi,2360000
Toyota,Hilux,2019,Pickup,Pickup,Automatic,Diesel,2.4L,71030,5,Islamabad,4320000
Toyota,Yaris,2021,Sedan,Sedan,Manual,Petrol,1.5L,53605,5,Karachi,2705000
Honda,Civic,2021,Sedan,Sedan,Manual,Petrol,1.5L Turbo,67501,5,Islamabad,4440000
Suzuki,Cultus,2012,Hatchback,Hatchback,Manual,Petrol,1.0L,150818,5,Quetta,490000
Suzuki,Cultus,2017,Hatchback,Hatchback,Automatic,Petrol,1.0L,109305,5,Lahore,985000
Honda,Civic,2022,Sedan,Sedan,Manual,Petrol,1.8L,51253,5,Quetta,4330000
Honda,BR-V,2022,Family,SUV,Manual,Petrol,1.5L,52862,7,Peshawar,3575000
KIA,Sportage,2026,SUV,SUV,Manual,Petrol,2.0L,0,5,Quetta,8450000
Honda,City,2015,Sedan,Sedan,Manual,Petrol,1.2L,105055,5,Multan,1450000
Hyundai,Tucson,2021,SUV,SUV,Manual,Petrol,2.0L,48126,5,Islamabad,5865000
Suzuki,APV,2018,Van,Van,Manual,Petrol,1.5L,74344,8,Faisalabad,1690000
Suzuki,Swift,2013,Hatchback,Hatchback,Manual,Petrol,1.3L,161462,5,Lahore,790000
Suzuki,Bolan,2014,Economy,Van,Manual,Petrol,800cc,152981,8,Rawalpindi,435000
Hyundai,Tucson,2020,SUV,SUV,Automatic,Petrol,2.0L,86464,5,Islamabad,4625000
Toyota,Land Cruiser,2022,Luxury,SUV,Manual,Petrol,3.5L,51650,7,Lahore,20715000
Suzuki,Bolan,2026,Economy,Van,Automatic,Petrol,800cc,0,8,Faisalabad,2330000
Suzuki,Alto,2022,Economy,Hatchback,Manual,Petrol,1.0L,37213,4,Rawalpindi,1550000
Honda,City,2019,Sedan,Sedan,Automatic,Petrol,1.5L,97420,5,Lahore,2160000
Toyota,Fortuner,2015,SUV,SUV,Automatic,Diesel,2.8L,161608,7,Rawalpindi,3665000
Toyota,Prius,2017,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,109452,5,Peshawar,2100000
Honda,Vezel,2024,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,21439,5,Faisalabad,6960000
Suzuki,Bolan,2022,Economy,Van,Manual,Petrol,800cc,47847,8,Islamabad,1305000
Suzuki,Swift,2025,Hatchback,Hatchback,Automatic,Petrol,1.3L,17120,5,Faisalabad,3500000
Toyota,Corolla,2008,Sedan,Sedan,Manual,Petrol,1.8L,213023,5,Lahore,925000
Suzuki,APV,2013,Van,Van,Manual,Petrol,1.5L,154815,8,Faisalabad,950000
Suzuki,Swift,2014,Hatchback,Hatchback,Automatic,Petrol,1.3L,121682,5,Faisalabad,975000
Toyota,Land Cruiser,2025,Luxury,SUV,Manual,Petrol,3.5L,0,7,Karachi,37820000
Honda,Civic,2026,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,5397,5,Rawalpindi,8470000
Daihatsu,Mira,2022,Economy,Hatchback,Automatic,Petrol,660cc,43228,4,Faisalabad,1705000
Toyota,Land Cruiser,2012,Luxury,SUV,Automatic,Petrol,4.6L,212490,7,Peshawar,5675000
Suzuki,Cultus,2011,Hatchback,Hatchback,Automatic,Petrol,1.0L,157071,5,Karachi,510000
Toyota,Fortuner,2019,SUV,SUV,Manual,Diesel,2.8L,81096,7,Quetta,6500000
Honda,Civic,2015,Sedan,Sedan,Manual,Petrol,1.8L,133197,5,Karachi,1915000
Honda,BR-V,2021,Family,SUV,Manual,Petrol,1.5L,55363,7,Islamabad,4215000
Suzuki,Wagon R,2017,Hatchback,Hatchback,Automatic,Petrol,1.0L,110959,5,Rawalpindi,910000
Toyota,Corolla,2011,Sedan,Sedan,Manual,Petrol,1.8L,170507,5,Multan,890000
Hyundai,Tucson,2021,SUV,SUV,Automatic,Petrol,2.0L,72026,5,Faisalabad,4920000
Toyota,Prius,2019,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,99677,5,Islamabad,2330000
Toyota,Fortuner,2019,SUV,SUV,Automatic,Petrol,2.7L,84419,7,Rawalpindi,6485000
Toyota,Corolla,2024,Sedan,Sedan,Automatic,Petrol,1.6L,16995,5,Rawalpindi,5420000
Honda,City,2017,Sedan,Sedan,Automatic,Petrol,1.2L,102920,5,Rawalpindi,1685000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,62109,5,Quetta,3430000
Suzuki,Swift,2013,Hatchback,Hatchback,Manual,Petrol,1.3L,131634,5,Multan,730000
Honda,BR-V,2022,Family,SUV,Manual,Petrol,1.5L,47754,7,Peshawar,3615000
Suzuki,Wagon R,2015,Hatchback,Hatchback,Manual,Petrol,1.0L,152272,5,Karachi,730000
Toyota,Land Cruiser,2025,Luxury,SUV,Manual,Petrol,3.5L,16168,7,Rawalpindi,30230000
Hyundai,Tucson,2024,SUV,SUV,Automatic,Petrol,2.0L,25953,5,Lahore,7630000
Toyota,Prius,2013,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,178580,5,Lahore,1215000
Suzuki,Swift,2015,Hatchback,Hatchback,Automatic,Petrol,1.3L,165756,5,Multan,1000000
Honda,City,2015,Sedan,Sedan,Manual,Petrol,1.2L,133391,5,Peshawar,1545000
Daihatsu,Mira,2012,Economy,Hatchback,Automatic,Petrol,660cc,150416,4,Karachi,440000
Toyota,Corolla,2013,Sedan,Sedan,Manual,Petrol,1.8L,137322,5,Quetta,1130000
Toyota,Prius,2021,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,70209,5,Karachi,3275000
KIA,Sportage,2022,SUV,SUV,Automatic,Petrol,2.0L,54607,5,Karachi,5305000
Honda,Vezel,2024,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,20726,5,Karachi,7675000
Suzuki,Cultus,2017,Hatchback,Hatchback,Automatic,Petrol,1.0L,105711,5,Karachi,1080000
Suzuki,Alto,2024,Economy,Hatchback,Automatic,Petrol,1.0L,20845,4,Faisalabad,1900000
Toyota,Hilux,2018,Pickup,Pickup,Automatic,Diesel,2.4L,106992,5,Karachi,3610000
Suzuki,Swift,2019,Hatchback,Hatchback,Automatic,Petrol,1.3L,106065,5,Multan,1690000
Suzuki,APV,2018,Van,Van,Automatic,Petrol,1.5L,69607,8,Lahore,1895000
Toyota,Corolla,2022,Sedan,Sedan,Automatic,Petrol,1.3L,36706,5,Multan,4145000
Suzuki,Alto,2019,Economy,Hatchback,Manual,Petrol,1.0L,48133,4,Lahore,1090000
Honda,City,2018,Sedan,Sedan,Manual,Petrol,1.2L,84926,5,Quetta,1850000
Suzuki,Cultus,2013,Hatchback,Hatchback,Automatic,Petrol,1.0L,202712,5,Faisalabad,645000
Toyota,Corolla,2022,Sedan,Sedan,Automatic,Petrol,1.6L,49965,5,Lahore,4090000
Honda,BR-V,2023,Family,SUV,Manual,Petrol,1.5L,43879,7,Karachi,4740000
Honda,BR-V,2025,Family,SUV,Manual,Petrol,1.5L,8063,7,Peshawar,5555000
Toyota,Fortuner,2015,SUV,SUV,Automatic,Petrol,2.8L,137382,7,Karachi,3900000
Suzuki,Swift,2013,Hatchback,Hatchback,Manual,Petrol,1.3L,156447,5,Lahore,765000
Suzuki,Cultus,2022,Hatchback,Hatchback,Manual,Petrol,1.0L,51023,5,Rawalpindi,1915000
Daihatsu,Mira,2011,Economy,Hatchback,Manual,Petrol,660cc,172971,4,Faisalabad,370000
Honda,City,2018,Sedan,Sedan,Manual,Petrol,1.2L,68957,5,Islamabad,2220000
KIA,Sportage,2023,SUV,SUV,Automatic,Petrol,2.0L,56765,5,Quetta,4905000
Suzuki,Alto,2021,Economy,Hatchback,Manual,Petrol,660cc,68975,4,Islamabad,1275000
Toyota,Hilux,2022,Pickup,Pickup,Manual,Diesel,2.8L,36891,5,Faisalabad,5970000
Suzuki,Bolan,2013,Economy,Van,Automatic,Petrol,800cc,160757,8,Quetta,420000
Suzuki,Bolan,2009,Economy,Van,Automatic,Petrol,800cc,220617,8,Faisalabad,355000
Daihatsu,Mira,2023,Economy,Hatchback,Manual,Petrol,660cc,27210,4,Islamabad,1660000
Toyota,Hilux,2018,Pickup,Pickup,Manual,Diesel,2.8L,92315,5,Karachi,3505000
Honda,BR-V,2024,Family,SUV,Manual,Petrol,1.5L,24313,7,Multan,5235000
Toyota,Fortuner,2026,SUV,SUV,Manual,Petrol,2.8L,0,7,Lahore,14350000
Suzuki,Alto,2024,Economy,Hatchback,Automatic,Petrol,660cc,22499,4,Faisalabad,2135000
Toyota,Land Cruiser,2012,Luxury,SUV,Automatic,Petrol,3.5L,183897,7,Islamabad,5980000
Suzuki,Cultus,2021,Hatchback,Hatchback,Manual,Petrol,1.0L,40939,5,Peshawar,1755000
Suzuki,Wagon R,2015,Hatchback,Hatchback,Automatic,Petrol,1.0L,122318,5,Multan,740000
Toyota,Hilux,2010,Pickup,Pickup,Automatic,Diesel,2.8L,164412,5,Islamabad,1455000
Suzuki,Swift,2016,Hatchback,Hatchback,Automatic,Petrol,1.3L,127322,5,Faisalabad,1235000
Toyota,Prius,2016,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,78989,5,Peshawar,1820000
Toyota,Fortuner,2024,SUV,SUV,Manual,Diesel,2.7L,36306,7,Quetta,11410000
Honda,Vezel,2022,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,49272,5,Karachi,5265000
Toyota,Prius,2024,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,37260,5,Peshawar,4865000
Suzuki,Swift,2014,Hatchback,Hatchback,Automatic,Petrol,1.3L,130900,5,Faisalabad,975000
Suzuki,Cultus,2024,Hatchback,Hatchback,Automatic,Petrol,1.0L,19931,5,Karachi,2800000
Suzuki,APV,2026,Van,Van,Automatic,Petrol,1.5L,0,8,Quetta,4290000
Toyota,Yaris,2025,Sedan,Sedan,Automatic,Petrol,1.3L,7283,5,Islamabad,4785000
Toyota,Land Cruiser,2022,Luxury,SUV,Automatic,Petrol,4.6L,35353,7,Karachi,25095000
KIA,Sportage,2021,SUV,SUV,Automatic,Petrol,2.0L,64589,5,Lahore,5440000
Honda,Civic,2026,Sedan,Sedan,Automatic,Petrol,1.8L,3098,5,Rawalpindi,8700000
Toyota,Fortuner,2026,SUV,SUV,Manual,Diesel,2.8L,0,7,Quetta,15275000
Suzuki,Swift,2021,Hatchback,Hatchback,Automatic,Petrol,1.3L,60936,5,Karachi,2340000
Toyota,Prius,2021,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,60253,5,Quetta,3490000
Honda,Civic,2012,Sedan,Sedan,Automatic,Petrol,1.8L,134487,5,Karachi,1825000
Daihatsu,Mira,2023,Economy,Hatchback,Automatic,Petrol,660cc,11552,4,Multan,1900000
Suzuki,Bolan,2020,Economy,Van,Manual,Petrol,800cc,68122,8,Multan,1070000
Toyota,Corolla,2021,Sedan,Sedan,Automatic,Petrol,1.8L,69071,5,Rawalpindi,3335000
KIA,Sportage,2020,SUV,SUV,Automatic,Petrol,2.0L,76966,5,Islamabad,4115000
Suzuki,Bolan,2018,Economy,Van,Automatic,Petrol,800cc,81591,8,Peshawar,775000
Toyota,Hilux,2026,Pickup,Pickup,Automatic,Diesel,2.8L,1092,5,Quetta,9770000
Daihatsu,Mira,2025,Economy,Hatchback,Automatic,Petrol,660cc,5346,4,Karachi,2495000
Suzuki,Cultus,2024,Hatchback,Hatchback,Automatic,Petrol,1.0L,10421,5,Lahore,3040000
Daihatsu,Mira,2010,Economy,Hatchback,Automatic,Petrol,660cc,207031,4,Rawalpindi,405000
KIA,Sportage,2023,SUV,SUV,Manual,Petrol,2.0L,45980,5,Multan,5430000
Suzuki,Mehran,2006,Economy,Hatchback,Manual,Petrol,800cc,283928,4,Islamabad,250000
Toyota,Land Cruiser,2022,Luxury,SUV,Automatic,Petrol,4.6L,62677,7,Peshawar,21895000
Honda,Vezel,2023,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,28981,5,Karachi,5895000
Honda,BR-V,2020,Family,SUV,Manual,Petrol,1.5L,68702,7,Islamabad,3235000
Suzuki,Alto,2016,Economy,Hatchback,Manual,Petrol,1.0L,98745,4,Quetta,560000
Suzuki,Swift,2012,Hatchback,Hatchback,Automatic,Petrol,1.3L,130498,5,Multan,765000
Toyota,Land Cruiser,2013,Luxury,SUV,Manual,Petrol,3.5L,108875,7,Multan,6545000
Toyota,Corolla,2017,Sedan,Sedan,Manual,Petrol,1.8L,86512,5,Islamabad,2355000
Hyundai,Tucson,2023,SUV,SUV,Manual,Petrol,2.0L,28567,5,Peshawar,6370000
Suzuki,APV,2011,Van,Van,Manual,Petrol,1.5L,197758,8,Islamabad,665000
Toyota,Corolla,2020,Sedan,Sedan,Automatic,Petrol,1.3L,78067,5,Multan,2875000
Honda,City,2015,Sedan,Sedan,Manual,Petrol,1.5L,135106,5,Multan,1355000
Suzuki,Mehran,2023,Economy,Hatchback,Automatic,Petrol,800cc,27187,4,Lahore,1260000
Toyota,Hilux,2023,Pickup,Pickup,Automatic,Diesel,2.4L,33179,5,Faisalabad,6525000
Suzuki,Alto,2015,Economy,Hatchback,Automatic,Petrol,1.0L,124968,4,Faisalabad,695000
Toyota,Corolla,2013,Sedan,Sedan,Automatic,Petrol,1.8L,137554,5,Faisalabad,1300000
Suzuki,APV,2011,Van,Van,Automatic,Petrol,1.5L,170614,8,Islamabad,870000
Honda,Vezel,2023,Hybrid,SUV,Automatic,Hybrid,1.5L Hybrid,51542,5,Rawalpindi,5900000
Suzuki,Cultus,2019,Hatchback,Hatchback,Manual,Petrol,1.0L,70566,5,Peshawar,1080000
KIA,Sportage,2026,SUV,SUV,Manual,Petrol,2.0L,0,5,Islamabad,8965000
Toyota,Corolla,2013,Sedan,Sedan,Automatic,Petrol,1.3L,171920,5,Multan,1315000
Suzuki,Mehran,2005,Economy,Hatchback,Manual,Petrol,800cc,248094,4,Lahore,250000
Toyota,Prius,2020,Hybrid,Hatchback,Manual,Hybrid,1.8L Hybrid,51289,5,Rawalpindi,3065000
Daihatsu,Mira,2022,Economy,Hatchback,Automatic,Petrol,660cc,66903,4,Islamabad,1425000
Toyota,Prius,2016,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,149566,5,Islamabad,1730000
Honda,Civic,2018,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,100212,5,Lahore,3430000
Suzuki,Mehran,2019,Economy,Hatchback,Manual,Petrol,800cc,75975,4,Rawalpindi,610000
Toyota,Prius,2022,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,38623,5,Islamabad,4330000
Toyota,Yaris,2026,Sedan,Sedan,Automatic,Petrol,1.5L,0,5,Quetta,5000000
Toyota,Prius,2017,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,89470,5,Faisalabad,2005000
Toyota,Yaris,2023,Sedan,Sedan,Manual,Petrol,1.5L,20842,5,Rawalpindi,3550000
Honda,BR-V,2026,Family,SUV,Automatic,Petrol,1.5L,1657,7,Faisalabad,6915000
Suzuki,Bolan,2010,Economy,Van,Automatic,Petrol,800cc,159300,8,Multan,375000
Toyota,Prius,2015,Hybrid,Hatchback,Automatic,Hybrid,1.8L Hybrid,155583,5,Islamabad,1810000
Suzuki,Bolan,2010,Economy,Van,Manual,Petrol,800cc,195255,8,Lahore,315000
Hyundai,Tucson,2020,SUV,SUV,Manual,Petrol,2.0L,104504,5,Lahore,4165000
Honda,Civic,2014,Sedan,Sedan,Automatic,Petrol,1.5L Turbo,163753,5,Quetta,1900000
Daihatsu,Mira,2024,Economy,Hatchback,Manual,Petrol,660cc,23358,4,Lahore,1915000
Honda,BR-V,2023,Family,SUV,Manual,Petrol,1.5L,53886,7,Peshawar,4035000
Suzuki,APV,2014,Van,Van,Manual,Petrol,1.5L,134149,8,Lahore,1045000
Honda,BR-V,2022,Family,SUV,Automatic,Petrol,1.5L,73867,7,Lahore,4295000
Hyundai,Tucson,2022,SUV,SUV,Manual,Petrol,2.0L,48291,5,Karachi,5895000
Honda,Vezel,2025,Hybrid,SUV,Manual,Hybrid,1.5L Hybrid,6169,5,Peshawar,7570000
Suzuki,Bolan,2013,Economy,Van,Automatic,Petrol,800cc,158295,8,Rawalpindi,420000
